consecutivo,idindicador,nomindicador,idunidad,nomunidad,iddepto,nomdepto,idmpio,nommpio,idregion,nomregion,idsubregion,nomsubregion,idregimen,nomregimen,ideps,nomeps,idips,nomips,idzona,nomzona,ideducacion,nomeducacion,idocupacion,nomocupacion,idedad,nomedad,idestadocivil,nomestadocivil,idsexo,nomsexo,idetnia,nometnia,yea1990,yea1991,yea1992,yea1993,yea1994,yea1995,yea1996,yea1997,yea1998,yea1999,yea2000,yea2001,yea2002,yea2003,yea2004,yea2005,yea2006,yea2007,yea2008,yea2009,yea2010,yea2011,yea2012,fue1990,fue1991,fue1992,fue1993,fue1994,fue1995,fue1996,fue1997,fue1998,fue1999,fue2000,fue2001,fue2002,fue2003,fue2004,fue2005,fue2006,fue2007,fue2008,fue2009,fue2010,fue2011,fue2012,obs1990,obs1991,obs1992,obs1993,obs1994,obs1995,obs1996,obs1997,obs1998,obs1999,obs2000,obs2001,obs2002,obs2003,obs2004,obs2005,obs2006,obs2007,obs2008,obs2009,obs2010,obs2011,obs2012
2049,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15804,Tibaná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,20.66,20.02,19.38,18.74,18.1,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
754,pcrparin,Porcentaje partos institucionales,1,por 100 (%),47,Magdalena,47570,pueblo viejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,99.75,99.32,99.77,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
253,pcrparin,Porcentaje partos institucionales,1,por 100 (%),15,Boyacá,15092,betéitiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,88.24,95,100,95.45,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2713,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,73,Tolima,73148,Carmen de Apicalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.45,18.24,18.02,17.8,17.58,17.36,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1991,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15403,La Uvita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.49,21.49,21.49,21.49,21.49,21.49,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2736,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,73,Tolima,73547,Piedras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.89,18.67,18.44,18.22,17.99,17.77,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2830,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,86,Putumayo,86760,Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.18,20.94,20.71,20.47,20.24,20,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2862,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,97,Vaupes,97666,Taraira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.79,58.76,56.73,54.7,52.67,50.63,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2543,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,N. Santander,54347,Herrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31,12.25,12.2,12.14,12.09,12.03,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1776,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,Antioquia,05142,Caracolí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.06,17.86,17.65,17.45,17.25,17.05,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
511,pcrparin,Porcentaje partos institucionales,1,por 100 (%),27,Chocó,27250,el litoral del san juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,29.03,54.17,66.67,84.62,52.94,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1150,rtrmorpu,Razón de mortalidad materna a 42 días,4,por 100.000 nacidos vivos,8,Atlántico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.39,73.94,64.36,69.99,75.21,76.71,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2653,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68549,Pinchote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.88,17.16,16.45,15.73,15.02,14.3,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1204,rgrtgfec,Tasa General de Fecundidad,3,por 1.000 mujeres,63,Quindio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
2709,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,73,Tolima,73043,Anzoátegui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.37,30.37,30.37,30.37,30.37,30.37,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
72,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05142,caracolí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.68,94.67,92.98,100,100,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2695,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,70,Sucre,70670,Sampués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.97,21.48,20.99,20.5,20.01,19.53,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1714,ctrmormt,Mortalidad materna a 42 días,17,Personas,11,Bogotá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,57,55,44,61,41,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1374,pcrparin,Porcentaje partos institucionales,1,por 100 (%),86,PUTUMAYO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.6328725,90.80790635,92.14628297,93.35027531,92.28505361,95.08355534,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2825,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,86,Putumayo,86571,Puerto Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.79,22.28,21.77,21.27,20.76,20.26,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2662,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,68,Santander,68682,San Joaquín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.83,21.91,21,20.09,19.17,18.26,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1772,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,Antioquia,05125,Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.94,22.43,21.92,21.41,20.9,20.39,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1888,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,8,Atlántico,08638,Sabanalarga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.82,29.82,29.82,29.82,29.82,29.82,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1138,pcrparin,Porcentaje partos institucionales,1,por 100 (%),97,Vaupés,97161,caruru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.37,85.71,76.92,50,60,50.79,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1696,pbretaia,Porcentaje de brotes de ETA con identificación de agentes patógenos en muestras biológicas  alimentos y superficies /ambientales,1,por 100 (%),95,GUAVIARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,20.83333333,,,,,,,,,,,,,,,,,,,,,,SIVIGILA,SIVIGILA,,,,,,,,,,,,,,,,,,,,,,,,
1304,pgeembar,Porcentaje de mujeres de 15 a 19 años alguna vez embarazadas (ya son madres o están embarazadas por primera vez),1,por 100 (%),73,Tolima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,,,,,18.7,,,,,,,,,,,,,ENDS,,,,,ENDS,,,,,ENDS,,,,,,,,,,,,,,,,,,,,,,,,,
132,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05631,sabaneta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.79,100,99.8,100,99.55,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
436,pcrparin,Porcentaje partos institucionales,1,por 100 (%),19,Cauca,19110,buenos aires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.04,94.15,97.23,96.65,97.3,97.32,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1337,pcrperca,Porcentaje de partos atendidos por personal calificado,1,por 100 (%),73,TOLIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.74951706,94.305519,95.67609348,96.56366911,97.44629496,98.45147442,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1555,pbepredc,Prevalencia de desnutrición crónica,1,por 100 (%),41,HUILA,,,,,,,,,,,,,,,,,,,211,Menor de 5 años,,,,,,,,,,,,,,,,,,,,,,13.3,,,,,11.7,,,,,,,,,,,,,,,,,,ENSIN,,,,,ENSIN,,,,,,,,,,,,,,,,,,,,,,,,,
1403,igrtgfec,Tasa Global de Fecundidad,2,Nacidos vivos,86,Putumayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.052,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
450,pcrparin,Porcentaje partos institucionales,1,por 100 (%),19,Cauca,19450,mercaderes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,87.02,97.76,98.67,97.58,99.44,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2406,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,47,Magdalena,47058,Ariguaní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.28,19.83,19.38,18.93,18.48,18.03,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2563,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,54,N. Santander,54820,Toledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.78,19.56,19.34,19.12,18.9,18.68,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
842,pcrparin,Porcentaje partos institucionales,1,por 100 (%),52,Nariño,52612,ricaurte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.43,61.18,60.75,61.75,74.79,79.76,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
816,pcrparin,Porcentaje partos institucionales,1,por 100 (%),52,Nariño,52287,funes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,81.71,84.91,89.87,100,95.65,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2321,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,27,Chocó,27001,Quibdó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.77,48.74,46.71,44.68,42.65,40.62,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
553,pcrparin,Porcentaje partos institucionales,1,por 100 (%),23,Córdoba,23678,san carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.48,100,98.61,97.14,99.51,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
689,pcrparin,Porcentaje partos institucionales,1,por 100 (%),41,Huila,41020,algeciras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.97,91.45,89.43,88.31,91.2,91.75,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1447,pbehtaco,Porcentaje de población con hipertension arterial diagnosticada en 2 o más consultas,1,por 100 (%),,,,,,,,,,,,,,,,,,,,,,,,,1,hombre,,,,,,,,,,,,,,,,,,,,6.57,,,,,,,,,,,,,,,,,,,,,,,ENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,pcrparin,Porcentaje partos institucionales,1,por 100 (%),73,Tolima,73319,guamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.64,95.57,95.29,99.37,99.17,99.3,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2349,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,27,Chocó,27800,Unguía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.47,28.3,28.12,27.95,27.77,27.6,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1102,pcrparin,Porcentaje partos institucionales,1,por 100 (%),76,Valle del Cauca,76111,guadalajara de buga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.76,99.32,99.52,99.52,99.67,99.8,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
404,pcrparin,Porcentaje partos institucionales,1,por 100 (%),18,Caquetá,18410,la montañita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.03,96.61,97.28,95.35,99.03,98.95,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2221,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,25,Cundinamarca,25178,Chipaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89,15.72,15.54,15.36,15.19,15.01,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2273,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,25,Cundinamarca,25535,Pasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24,14.08,13.92,13.76,13.61,13.45,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1011,pcrparin,Porcentaje partos institucionales,1,por 100 (%),68,Santander,68705,santa bárbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.41,90.91,90.48,91.67,86.96,95,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2331,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,27,Chocó,27160,Cértegui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.16,43.18,42.2,41.22,40.24,39.25,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
740,pcrparin,Porcentaje partos institucionales,1,por 100 (%),47,Magdalena,47161,cerro san antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.62,97.59,97.39,97.09,96.84,96.53,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1248,cgrnacim,Número anual de nacimientos,17,Personas,5,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94636,94141,92465,90973,85955,78207,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2343,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,27,Chocó,27580,Río Iro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.16,60.61,59.05,57.5,55.94,54.39,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1376,pcrparin,Porcentaje partos institucionales,1,por 100 (%),91,AMAZONAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75197472,85.14531755,84.42748092,81.31241084,82.68025078,81.06180666,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
606,pcrparin,Porcentaje partos institucionales,1,por 100 (%),25,Cundinamarca,25372,junín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.04,94.62,97.96,96.34,98.73,96.97,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1643,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,8,ATLÁNTICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98172558,17.77810905,17.57343313,17.36810045,17.16136858,16.95387564,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1290,pgeembar,Porcentaje de mujeres de 15 a 19 años alguna vez embarazadas (ya son madres o están embarazadas por primera vez),1,por 100 (%),25,Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,,,,,23.8,,,,,,,,,,,,,ENDS,,,,,ENDS,,,,,ENDS,,,,,,,,,,,,,,,,,,,,,,,,,
403,pcrparin,Porcentaje partos institucionales,1,por 100 (%),18,Caquetá,18001,florencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.95,99.48,99.15,99.53,99.29,99.68,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
142,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05665,san pedro de uraba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.12,89.39,95.75,91.01,88.84,93.25,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
2146,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,19,Cauca,19809,Timbiquí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.86,35.06,34.27,33.47,32.67,31.88,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1408,igrtgfec,Tasa Global de Fecundidad,2,Nacidos vivos,73,Tolima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.499,,,,,,,,,,,,,,,,,,,,,,,DANE,,,,,,,,,,,,,,,,,,,,,,,
1838,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,5,Antioquia,05656,San Jerónimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,18.2,17.99,17.79,17.59,17.38,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1997,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,15,Boyacá,15466,Monguí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.71,20.09,19.47,18.85,18.23,17.6,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1905,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,13,Bolívar,13188,Cicuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.43,24.86,24.3,23.73,23.17,22.6,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
2346,ttdiesti,Tasa de mortalidad infantil estimada,20,Por 1.000 nacidos vivos,27,Chocó,27660,San José del Palmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.47,31.17,29.87,28.57,27.27,25.97,,,,,,,,,,,,,,,,,,DANE,DANE,DANE,DANE,DANE,DANE,,,,,,,,,,,,,,,,,,,,,,,,,
1303,pgeembar,Porcentaje de mujeres de 15 a 19 años alguna vez embarazadas (ya son madres o están embarazadas por primera vez),1,por 100 (%),88,Archipiélago de San Andrés_ Providencia y Santa Catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,19.2,,,,,,,,,,,,,ENDS,,,,,ENDS,,,,,ENDS,,,,,,,,,,,,,,,,,,,,,,,,,
1308,pgeembar,Porcentaje de mujeres de 15 a 19 años alguna vez embarazadas (ya son madres o están embarazadas por primera vez),1,por 100 (%),17,Caldas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,,,,,17.7,,,,,,,,,,,,,ENDS,,,,,ENDS,,,,,ENDS,,,,,,,,,,,,,,,,,,,,,,,,,
1549,pbepredc,Prevalencia de desnutrición crónica,1,por 100 (%),20,CESAR,,,,,,,,,,,,,,,,,,,211,Menor de 5 años,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,11.7,,,,,,,,,,,,,,,,,,ENSIN,,,,,ENSIN,,,,,,,,,,,,,,,,,,,,,,,,,
141,pcrparin,Porcentaje partos institucionales,1,por 100 (%),5,Antioquia,05665,san pedro de uraba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.16,96.93,97,98.87,98.57,98.74,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1309,pgeembar,Porcentaje de mujeres de 15 a 19 años alguna vez embarazadas (ya son madres o están embarazadas por primera vez),1,por 100 (%),11,BOGOTÁ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,,,,,17.5,,,,,,,,,,,,,ENDS,,,,,ENDS,,,,,ENDS,,,,,,,,,,,,,,,,,,,,,,,,,
239,pcrparin,Porcentaje partos institucionales,1,por 100 (%),13,Bolívar,13688,santa rosa del sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.37,77.6,77.2,82.25,91.44,96.85,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1357,pcrparin,Porcentaje partos institucionales,1,por 100 (%),23,CÓRDOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.74699908,98.45568014,99.28653625,98.79518072,99.13940146,99.28306124,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1104,pcrparin,Porcentaje partos institucionales,1,por 100 (%),76,Valle del Cauca,76122,caicedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.57,99.02,99.77,99.2,99.48,99.71,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
1263,cgrnacim,Número anual de nacimientos,17,Personas,50,Meta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20988,21767,22221,22341,22799,21188,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
968,pcrparin,Porcentaje partos institucionales,1,por 100 (%),68,Santander,68271,florián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.85,29.58,61.9,70.69,78.87,83.82,,,,,,,,,,,,,,,,,,EEVV,EEVV,EEVV,EEVV,EEVV,EEVV,,,,,,,,,,,,,,,,,,,,,,,,,
